order_id,warehouse_id,warehouse_name,customer_state
53cdb2fc8bc7dce0b6741e2150273451,WH_SOUTHEAST,Southeast FC,BA
47770eb9100c2d0c44946d9cf07ec65d,WH_CENTRAL_WEST,Central-West FC,GO
82566a660a982b15fb86e904c8d32918,WH_SOUTHEAST,Southeast FC,MG
5ff96c15d0b717ac6ad1f3d77225a350,WH_SOUTHEAST,Southeast FC,SP
dcb36b511fcac050b97cd5c05de84dc3,WH_CENTRAL_WEST,Central-West FC,GO
f3e7c359154d965827355f39d6b1fdac,WH_SOUTHEAST,Southeast FC,SP
acce194856392f074dbf9dada14d8d82,WH_SOUTHEAST,Southeast FC,BA
91b2a010e1e45e6ba3d133fa997597be,WH_SOUTHEAST,Southeast FC,SP
1790eea0b567cf50911c057cf20f90f9,WH_SOUTHEAST,Southeast FC,PE
b276e4f8c0fb86bd82fce576f21713e0,WH_SOUTHEAST,Southeast FC,SP
434d158e96bdd6972ad6e6d73ddcfd22,WH_SOUTHEAST,Southeast FC,PE
d22e9fa5731b9e30e8b27afcdc2f8563,WH_SOUTHEAST,Southeast FC,BA
ee64d42b8cf066f35eac1cf57de1aa85,WH_SOUTHEAST,Southeast FC,SP
25f4376934e13d3508486352e11a5db0,WH_SOUTHEAST,Southeast FC,SP
5820a1100976432c7968a52da59e9364,WH_SOUTH,South FC,RS
47aa4816b27ba60ec948cd019cc1afc1,WH_SOUTH,South FC,PR
9faeb9b2746b9d7526aef5acb08e2aa0,WH_SOUTH,South FC,RS
40c5e18f7d112b59b3e5113a59a905b3,WH_SOUTHEAST,Southeast FC,RJ
734e7d1bbaeb2ff82521ca0fe6fb6f79,WH_SOUTHEAST,Southeast FC,SP
f346ad4ee8f630e5e4ddaf862a34e6dd,WH_CENTRAL_WEST,Central-West FC,DF
688052146432ef8253587b930b01a06d,WH_SOUTHEAST,Southeast FC,MG
68e48e68da1f50f7c5838ea75e3a20dd,WH_SOUTHEAST,Southeast FC,SP
b52cc4919de82b4d696a4380d10804a3,WH_SOUTHEAST,Southeast FC,SP
fdf128b3630c21adc9ca4fb8a51b68ec,WH_SOUTH,South FC,SC
fa516182d28f96f5f5c651026b0749ee,WH_SOUTHEAST,Southeast FC,SP
bd4bd0194d6d29f83b8557d4b89b572a,WH_SOUTHEAST,Southeast FC,SP
6d25592267349b322799e2beb687871e,WH_SOUTHEAST,Southeast FC,SP
9defaf92cff22420e4e8ef7784815a55,WH_SOUTHEAST,Southeast FC,SP
0e782c3705510e717d28907746cbda82,WH_SOUTHEAST,Southeast FC,SP
86f21bf63784876b9fd6d35f46581d72,WH_SOUTHEAST,Southeast FC,MG
f169bd689fb8b32ccd62df9050aebc0b,WH_SOUTHEAST,Southeast FC,SP
77e9941864fc840be8e4b1ba5347c0f7,WH_SOUTHEAST,Southeast FC,CE
41bb5cee06dbf170878a9ef93ac7e7f5,WH_SOUTHEAST,Southeast FC,SP
23f553848a03aaab35bb3f9f87725125,WH_SOUTH,South FC,PR
e3447938231fb6ba2fee0231b51eca59,WH_SOUTHEAST,Southeast FC,SP
a5474c0071dd5d1074e12d417078bbd0,WH_SOUTHEAST,Southeast FC,SP
0760a852e4e9d89eb77bf631eaaf1c84,WH_SOUTH,South FC,SC
80d817467dc3d0a4bb5ab8986c962b1f,WH_CENTRAL_WEST,Central-West FC,DF
c75acba615d2db29345327974641467d,WH_SOUTHEAST,Southeast FC,RJ
210e60465099814a1d2c7635e4065153,WH_SOUTHEAST,Southeast FC,RJ
0c6b011f8a4f87010c23995f5807d152,WH_SOUTHEAST,Southeast FC,RN
e37797aedc7cd4ef82278fbc169eecaf,WH_SOUTHEAST,Southeast FC,SP
5164933efe0cd14f31424b9badf81f19,WH_SOUTHEAST,Southeast FC,SP
65312c6e4ce03c0fb633a4ac541949d8,WH_SOUTHEAST,Southeast FC,RJ
89165e6d4c28047da0adf13ac8b3e1b3,WH_SOUTHEAST,Southeast FC,SP
4b87488fb6269f8321508923b95da4d6,WH_SOUTHEAST,Southeast FC,MG
9344ccd01ff5fa7ec2aef0ee7e1c49c3,WH_SOUTHEAST,Southeast FC,SP
f4471dae8c482f51aa1826cd9f5d4433,WH_SOUTHEAST,Southeast FC,SP
90349f264a3d6a2525a34598d09dda6b,WH_SOUTHEAST,Southeast FC,SP
95cf9f239f724799131f7ca949209bd9,WH_SOUTHEAST,Southeast FC,SP
5c2d1d55c31db1cbe069dc9b6454b897,WH_SOUTHEAST,Southeast FC,MG
14e6e050a57912543937e93051cc7b2c,WH_SOUTHEAST,Southeast FC,SP
cefa8ee1540139ac77fa0c1b4ff1f04b,WH_SOUTH,South FC,PR
e69e2290db6b2d3b7593a40112e1a82a,WH_SOUTHEAST,Southeast FC,SP
c8627adf430caff83161acbeb344d8f5,WH_SOUTHEAST,Southeast FC,SP
a7cd6af6e0519313887b3c3a120f20ca,WH_SOUTHEAST,Southeast FC,SP
663830a477534735bbdec9de01113fa2,WH_SOUTHEAST,Southeast FC,SP
b2f3763408103bc7173bb36ed02dbeea,WH_SOUTHEAST,Southeast FC,MG
5561adcb0fd46da4cad3048fa4e7fc00,WH_SOUTHEAST,Southeast FC,SP
ce9feeba53c652dd6569cca62e2bb287,WH_SOUTHEAST,Southeast FC,SP
36ebb4199031e72a1fa964549b88c377,WH_SOUTHEAST,Southeast FC,SP
b0928556a10706af462ca2ab2c91903b,WH_SOUTHEAST,Southeast FC,MG
b6b3633f97c686d8e188ac6fa29ff20d,WH_SOUTHEAST,Southeast FC,SP
6d7de866a140b19d09e825b2a4e944c7,WH_SOUTH,South FC,SC
3f849648ffbabb0562c7668f212e3e88,WH_SOUTHEAST,Southeast FC,MG
7c18eddfcd24680d80a502346221614e,WH_CENTRAL_WEST,Central-West FC,GO
58d4c4747ee059eeeb865b349b41f53a,WH_SOUTHEAST,Southeast FC,SP
287c56aa824d8d1ea40246ad12013f62,WH_SOUTHEAST,Southeast FC,SP
694630e7a7713c116a9b7f0ba3377382,WH_SOUTH,South FC,SC
412fccb2b44a99b36714bca3fef8ad7b,WH_SOUTHEAST,Southeast FC,SP
67b47f35ec923e39f1203f3cfa80f5e3,WH_SOUTHEAST,Southeast FC,SP
b616f638cd86d92c7cbd06cf7484ee34,WH_SOUTHEAST,Southeast FC,SP
f90202d14e468090464aeb4b1f0372ab,WH_SOUTHEAST,Southeast FC,SP
615ae1b88a25a4ac47fbf55c9c847b6e,WH_SOUTH,South FC,PR
52f166ce5fa053bbb27d317e4fd231b7,WH_SOUTHEAST,Southeast FC,SP
908e767e28908dc5ec61fe0ef8ef03f9,WH_SOUTHEAST,Southeast FC,MG
c82a457d646f77c8f151e12a3e517ed2,WH_SOUTHEAST,Southeast FC,SP
edc531c3153d23614049077e7e1e6405,WH_SOUTHEAST,Southeast FC,MG
1e8c81805b92ff169971231458670460,WH_SOUTH,South FC,SC
5ec8f4e8fe5ee3fd5460b244d0804f9e,WH_SOUTH,South FC,SC
434d3eec8dd031c322077fb2452e53a0,WH_SOUTHEAST,Southeast FC,SP
3ef7c7b43ae449415675a6c34720b78e,WH_SOUTHEAST,Southeast FC,SP
d86359a45e3f6c6d8b35f7b13e41abf5,WH_SOUTHEAST,Southeast FC,SP
c228d309379c3ae545cc6ca2d5aae1b2,WH_SOUTHEAST,Southeast FC,SP
f419e615bbdeb34741d4bdd661ff8599,WH_SOUTH,South FC,RS
638f79643fd5681c6e6c6ef1f1ab700d,WH_SOUTHEAST,Southeast FC,RJ
86e574a0701d15590bf31783bc7de5dc,WH_SOUTH,South FC,PR
f11b36b3bc7bacf06deef862ed611f02,WH_SOUTHEAST,Southeast FC,SP
4eeecb9e657525024b9b538730c5f974,WH_SOUTHEAST,Southeast FC,MG
6f954a919130aa1e8def4ed1b9fca432,WH_SOUTHEAST,Southeast FC,SP
f93af565de05d2427790ad8d0368a80e,WH_SOUTHEAST,Southeast FC,SP
3f3913e8c7fd221ac82a34ffa20b93ee,WH_CENTRAL_WEST,Central-West FC,DF
955ea2e3177592d909296220d7fcdebd,WH_SOUTH,South FC,RS
4bb6e6f5af26e1f5951d934386615406,WH_SOUTHEAST,Southeast FC,RJ
c4d2f075fc3bf3a06d1e68e113c35cbd,WH_SOUTHEAST,Southeast FC,BA
ebc8d4b1397747291b758772e9d87984,WH_SOUTHEAST,Southeast FC,ES
5691d72069359cd293ac9a14f1bd5e9b,WH_NORTH,North FC,TO
884cb4ce4a06390d35206de06f785d13,WH_SOUTHEAST,Southeast FC,SP
d9cfa4b0f995deb2fa9758d5534e1d13,WH_SOUTHEAST,Southeast FC,RJ
